Phi[deg],Theta[deg],dB(DirTotal)
132,90,-6.0647
134,90,-5.65353
136,90,-5.2404
138,90,-4.83365
140,90,-4.44044
142,90,-4.06657
144,90,-3.7165
146,90,-3.39346
148,90,-3.09965
150,90,-2.83637
152,90,-2.60415
154,90,-2.40286
156,90,-2.23181
158,90,-2.08976
160,90,-1.975
162,90,-1.88537
164,90,-1.81835
166,90,-1.77109
168,90,-1.74053
170,90,-1.72351
172,90,-1.7169
174,90,-1.71774
176,90,-1.72341
178,90,-1.73177
180,90,-1.74125
-180,92,-1.98622
-178,92,-1.99661
-176,92,-2.0079
-174,92,-2.02074
-172,92,-2.03648
-170,92,-2.05707
-168,92,-2.08497
-166,92,-2.12299
-164,92,-2.17413
-162,92,-2.24151
-160,92,-2.32817
-158,92,-2.43704
-156,92,-2.57082
-154,92,-2.73186
-152,92,-2.92212
-150,92,-3.14307
-148,92,-3.39555
-146,92,-3.67965
-144,92,-3.99458
-142,92,-4.33846
-140,92,-4.70818
-138,92,-5.09922
-136,92,-5.50561
-134,92,-5.91993
-132,92,-6.33359
-130,92,-6.73737
-128,92,-7.12213
-126,92,-7.47989
-124,92,-7.80479
-122,92,-8.09388
-120,92,-8.34746
-118,92,-8.56879
-116,92,-8.76336
-114,92,-8.93779
-112,92,-9.09872
-110,92,-9.25185
-108,92,-9.40123
-106,92,-9.5488
-104,92,-9.69427
-102,92,-9.83517
-100,92,-9.9671
-98,92,-10.0843
-96,92,-10.1802
-94,92,-10.2485
-92,92,-10.2841
-90,92,-10.2837
-88,92,-10.2467
-86,92,-10.1749
-84,92,-10.0727
-82,92,-9.94609
-80,92,-9.80178
-78,92,-9.6464
-76,92,-9.48567
-74,92,-9.32384
-72,92,-9.16337
-70,92,-9.00475
-68,92,-8.84654
-66,92,-8.68552
-64,92,-8.51702
-62,92,-8.33542
-60,92,-8.13471
-58,92,-7.90932
-56,92,-7.65483
-54,92,-7.36878
-52,92,-7.05112
-50,92,-6.70444
-48,92,-6.33374
-46,92,-5.94593
-44,92,-5.54908
-42,92,-5.15168
-40,92,-4.76198
-38,92,-4.38742
-36,92,-4.03437
-34,92,-3.70789
-32,92,-3.41176
-30,92,-3.14843
-28,92,-2.91917
-26,92,-2.72412
-24,92,-2.56244
-22,92,-2.43237
-20,92,-2.33135
-18,92,-2.25618
-16,92,-2.20311
-14,92,-2.16804
-12,92,-2.14667
-10,92,-2.13479
-8,92,-2.12847
-6,92,-2.12436
-4,92,-2.11986
-2,92,-2.11338
0,92,-2.10438
2,92,-2.09342
4,92,-2.08208
6,92,-2.07283
8,92,-2.06877
10,92,-2.07347
12,92,-2.09069
14,92,-2.12419
16,92,-2.17754
18,92,-2.25402
20,92,-2.35648
22,92,-2.48729
24,92,-2.6483
26,92,-2.84081
28,92,-3.06552
30,92,-3.3225
32,92,-3.61117
34,92,-3.93017
36,92,-4.27725
38,92,-4.64916
40,92,-5.0415
42,92,-5.44856
44,92,-5.86327
46,92,-6.27732
48,92,-6.68148
50,92,-7.06624
52,92,-7.42272
54,92,-7.74379
56,92,-8.02509
58,92,-8.26576
60,92,-8.46845
62,92,-8.63881
64,92,-8.78441
66,92,-8.91347
68,92,-9.0337
70,92,-9.15136
72,92,-9.27067
74,92,-9.39351
76,92,-9.51941
78,92,-9.64571
80,92,-9.76796
82,92,-9.88044
84,92,-9.97685
86,92,-10.0512
88,92,-10.0984
90,92,-10.1154
92,92,-10.1013
94,92,-10.0577
96,92,-9.98821
98,92,-9.89816
100,92,-9.79351
102,92,-9.68016
104,92,-9.56316
106,92,-9.44601
108,92,-9.33025
110,92,-9.2151
112,92,-9.09743
114,92,-8.9719
116,92,-8.83145
118,92,-8.66808
120,92,-8.47402
122,92,-8.24294
124,92,-7.97121
126,92,-7.6586
128,92,-7.30846
130,92,-6.92722
132,92,-6.52334
134,92,-6.10627
136,92,-5.68536
138,92,-5.26917
140,92,-4.86504
142,92,-4.47898
144,92,-4.11567
146,92,-3.77861
148,92,-3.47028
150,92,-3.19228
152,92,-2.94548
154,92,-2.73008
156,92,-2.54565
158,92,-2.3912
160,92,-2.26521
162,92,-2.16564
164,92,-2.09004
166,92,-2.03555
168,92,-1.99907
170,92,-1.97735
172,92,-1.96715
174,92,-1.9654
176,92,-1.96938
178,92,-1.97685
180,92,-1.98622
-180,94,-2.23907
-178,94,-2.24982
-176,94,-2.26204
-174,94,-2.27648
-172,94,-2.29463
-170,94,-2.3186
-168,94,-2.351
-166,94,-2.39474
-164,94,-2.45292
-162,94,-2.52866
-160,94,-2.62497
-158,94,-2.74465
-156,94,-2.89023
-154,94,-3.06385
-152,94,-3.26718
-150,94,-3.50139
-148,94,-3.767
-146,94,-4.06377
-144,94,-4.39059
-142,94,-4.74528
-140,94,-5.12446
-138,94,-5.52337
-136,94,-5.93584
-134,94,-6.35434
-132,94,-6.77019
-130,94,-7.17417
-128,94,-7.55723
-126,94,-7.91151
-124,94,-8.23136
-122,94,-8.51408
-120,94,-8.76023
-118,94,-8.97336
-116,94,-9.15922
-114,94,-9.3247
-112,94,-9.47668
-110,94,-9.62108
-108,94,-9.76212
-106,94,-9.9019
-104,94,-10.0402
-102,94,-10.1746
-100,94,-10.3008
-98,94,-10.4129
-96,94,-10.5043
-94,94,-10.5688
-92,94,-10.6013
-90,94,-10.5987
-88,94,-10.5604
-86,94,-10.4886
-84,94,-10.388
-82,94,-10.2644
-80,94,-10.1249
-78,94,-9.97581
-76,94,-9.82277
-74,94,-9.66978
-72,94,-9.519
-70,94,-9.37061
-68,94,-9.22288
-66,94,-9.07235
-64,94,-8.91416
-62,94,-8.74253
-60,94,-8.5513
-58,94,-8.33471
-56,94,-8.08809
-54,94,-7.80857
-52,94,-7.49568
-50,94,-7.15155
-48,94,-6.78078
-46,94,-6.39006
-44,94,-5.98744
-42,94,-5.5816
-40,94,-5.18115
-38,94,-4.79401
-36,94,-4.42711
-34,94,-4.08607
-32,94,-3.77519
-30,94,-3.49742
-28,94,-3.25442
-26,94,-3.04669
-24,94,-2.87361
-22,94,-2.73359
-20,94,-2.62417
-18,94,-2.54211
-16,94,-2.48361
-14,94,-2.44441
-12,94,-2.42
-10,94,-2.40594
-8,94,-2.39804
-6,94,-2.39271
-4,94,-2.38717
-2,94,-2.37968
0,94,-2.36969
2,94,-2.3578
4,94,-2.34572
6,94,-2.33613
8,94,-2.33238
10,94,-2.33829
12,94,-2.35787
14,94,-2.3951
16,94,-2.45373
18,94,-2.53715
20,94,-2.64824
22,94,-2.78935
24,94,-2.96222
26,94,-3.16795
28,94,-3.40697
30,94,-3.67902
32,94,-3.98308
34,94,-4.31735
36,94,-4.67908
38,94,-5.06455
40,94,-5.46884
42,94,-5.88581
44,94,-6.30805
46,94,-6.72698
48,94,-7.13321
50,94,-7.51723
52,94,-7.87029
54,94,-8.1855
56,94,-8.45889
58,94,-8.68998
60,94,-8.88191
62,94,-9.04075
64,94,-9.17449
66,94,-9.29173
68,94,-9.40052
70,94,-9.50739
72,94,-9.61681
74,94,-9.73086
76,94,-9.84921
78,94,-9.96927
80,94,-10.0866
82,94,-10.1954
84,94,-10.2892
86,94,-10.3618
88,94,-10.4081
90,94,-10.4248
92,94,-10.411
94,94,-10.3682
96,94,-10.3002
98,94,-10.2126
100,94,-10.1116
102,94,-10.0032
104,94,-9.89264
106,94,-9.78361
108,94,-9.67757
110,94,-9.57359
112,94,-9.46826
114,94,-9.35582
116,94,-9.22869
118,94,-9.07826
120,94,-8.89614
122,94,-8.67548
124,94,-8.41218
126,94,-8.10577
128,94,-7.75948
130,94,-7.37968
132,94,-6.97492
134,94,-6.55469
136,94,-6.12843
138,94,-5.70479
140,94,-5.29126
142,94,-4.89402
144,94,-4.51804
146,94,-4.16714
148,94,-3.8442
150,94,-3.55124
152,94,-3.28958
154,94,-3.05979
156,94,-2.86184
158,94,-2.69501
160,94,-2.55801
162,94,-2.44892
164,94,-2.36531
166,94,-2.3043
168,94,-2.26269
170,94,-2.23707
172,94,-2.22403
174,94,-2.22031
176,94,-2.22303
178,94,-2.22984
180,94,-2.23907
-180,96,-2.50492
-178,96,-2.5157
-176,96,-2.5282
-174,96,-2.54331
-172,96,-2.56276
-170,96,-2.58888
-168,96,-2.62451
-166,96,-2.67278
-164,96,-2.73691
-162,96,-2.82009
-160,96,-2.92532
-158,96,-3.05528
-156,96,-3.2123
-154,96,-3.39824
-152,96,-3.61443
-150,96,-3.86163
-148,96,-4.13993
-146,96,-4.44866
-144,96,-4.78626
-142,96,-5.15017
-140,96,-5.53667
-138,96,-5.94078
-136,96,-6.35618
-134,96,-6.77533
-132,96,-7.18969
-130,96,-7.59026
-128,96,-7.96832
-126,96,-8.31636
-124,96,-8.62905
-122,96,-8.90391
-120,96,-9.14163
-118,96,-9.34581
-116,96,-9.52218
-114,96,-9.67762
-112,96,-9.81901
-110,96,-9.95234
-108,96,-10.082
-106,96,-10.2101
-104,96,-10.3368
-102,96,-10.4599
-100,96,-10.5752
-98,96,-10.6772
-96,96,-10.7598
-94,96,-10.817
-92,96,-10.8441
-90,96,-10.8385
-88,96,-10.7999
-86,96,-10.7306
-84,96,-10.6352
-82,96,-10.5196
-80,96,-10.3902
-78,96,-10.2532
-76,96,-10.1135
-74,96,-9.97475
-72,96,-9.83844
-70,96,-9.70433
-68,96,-9.57031
-66,96,-9.43268
-64,96,-9.28645
-62,96,-9.12587
-60,96,-8.94486
-58,96,-8.73774
-56,96,-8.49984
-54,96,-8.22814
-52,96,-7.92181
-50,96,-7.58249
-48,96,-7.21429
-46,96,-6.82347
-44,96,-6.41785
-42,96,-6.00612
-40,96,-5.59711
-38,96,-5.19919
-36,96,-4.81982
-34,96,-4.46524
-32,96,-4.14035
-30,96,-3.84865
-28,96,-3.59232
-26,96,-3.37224
-24,96,-3.18812
-22,96,-3.03859
-20,96,-2.9213
-18,96,-2.83306
-16,96,-2.76996
-14,96,-2.72759
-12,96,-2.70122
-10,96,-2.68609
-8,96,-2.67768
-6,96,-2.6721
-4,96,-2.66629
-2,96,-2.65833
0,96,-2.64758
2,96,-2.63467
4,96,-2.62149
6,96,-2.61091
8,96,-2.6066
10,96,-2.61271
12,96,-2.63356
14,96,-2.67343
16,96,-2.73628
18,96,-2.82565
20,96,-2.94451
22,96,-3.09518
24,96,-3.27928
26,96,-3.49768
28,96,-3.7505
30,96,-4.03704
32,96,-4.35579
34,96,-4.70435
36,96,-5.0794
38,96,-5.47658
40,96,-5.89044
42,96,-6.31439
44,96,-6.7407
46,96,-7.16068
48,96,-7.56506
50,96,-7.94458
52,96,-8.29092
54,96,-8.59766
56,96,-8.86126
58,96,-9.08159
60,96,-9.262
62,96,-9.40867
64,96,-9.52968
66,96,-9.63369
68,96,-9.72889
70,96,-9.822
72,96,-9.91773
74,96,-10.0185
76,96,-10.1242
78,96,-10.2326
80,96,-10.3397
82,96,-10.4399
84,96,-10.527
86,96,-10.5949
88,96,-10.6387
90,96,-10.655
92,96,-10.6429
94,96,-10.6039
96,96,-10.5415
98,96,-10.4612
100,96,-10.3691
102,96,-10.2711
104,96,-10.1724
106,96,-10.0763
108,96,-9.98418
110,96,-9.89492
112,96,-9.80474
114,96,-9.70752
116,96,-9.59527
118,96,-9.459
120,96,-9.28994
122,96,-9.08094
124,96,-8.82774
126,96,-8.52971
128,96,-8.18996
130,96,-7.81477
132,96,-7.41252
134,96,-6.99254
136,96,-6.5641
138,96,-6.1358
140,96,-5.71515
142,96,-5.30849
144,96,-4.92108
146,96,-4.55717
148,96,-4.22013
150,96,-3.91256
152,96,-3.63628
154,96,-3.39241
156,96,-3.18133
158,96,-3.00268
160,96,-2.85538
162,96,-2.73766
164,96,-2.6471
166,96,-2.58074
168,96,-2.53519
170,96,-2.50685
172,96,-2.49204
174,96,-2.48725
176,96,-2.48936
178,96,-2.49584
180,96,-2.50492
-180,98,-2.78936
-178,98,-2.79978
-176,98,-2.81175
-174,98,-2.82641
-172,98,-2.84574
-170,98,-2.87242
-168,98,-2.90962
-166,98,-2.96074
-164,98,-3.02924
-162,98,-3.11842
-160,98,-3.23127
-158,98,-3.3704
-156,98,-3.53788
-154,98,-3.73525
-152,98,-3.96342
-150,98,-4.22265
-148,98,-4.51248
-146,98,-4.83167
-144,98,-5.17811
-142,98,-5.54877
-140,98,-5.93954
-138,98,-6.34523
-136,98,-6.7595
-134,98,-7.17498
-132,98,-7.58354
-130,98,-7.97673
-128,98,-8.34645
-126,98,-8.68578
-124,98,-8.98979
-122,98,-9.25619
-120,98,-9.48557
-118,98,-9.68123
-116,98,-9.8485
-114,98,-9.99388
-112,98,-10.124
-110,98,-10.2447
-108,98,-10.3604
-106,98,-10.4735
-104,98,-10.5845
-102,98,-10.6915
-100,98,-10.7909
-98,98,-10.8781
-96,98,-10.9475
-94,98,-10.994
-92,98,-11.0137
-90,98,-11.0044
-88,98,-10.9664
-86,98,-10.902
-84,98,-10.8155
-82,98,-10.7124
-80,98,-10.5985
-78,98,-10.4791
-76,98,-10.3582
-74,98,-10.2386
-72,98,-10.1211
-70,98,-10.0048
-68,98,-9.88706
-66,98,-9.76393
-64,98,-9.63042
-62,98,-9.48096
-60,98,-9.30988
-58,98,-9.11191
-56,98,-8.88274
-54,98,-8.61947
-52,98,-8.3211
-50,98,-7.98882
-48,98,-7.62609
-46,98,-7.23852
-44,98,-6.83341
-42,98,-6.41921
-40,98,-6.00479
-38,98,-5.59883
-36,98,-5.20929
-34,98,-4.84304
-32,98,-4.50564
-30,98,-4.20125
-28,98,-3.93262
-26,98,-3.70113
-24,98,-3.50689
-22,98,-3.34881
-20,98,-3.22471
-18,98,-3.13144
-16,98,-3.06504
-14,98,-3.02091
-12,98,-2.99405
-10,98,-2.97933
-8,98,-2.97184
-6,98,-2.96726
-4,98,-2.9622
-2,98,-2.95446
0,98,-2.94325
2,98,-2.92924
4,98,-2.91445
6,98,-2.90207
8,98,-2.89611
10,98,-2.90112
12,98,-2.92182
14,98,-2.96283
16,98,-3.02842
18,98,-3.12233
20,98,-3.2476
22,98,-3.40656
24,98,-3.60067
26,98,-3.83056
28,98,-4.09596
30,98,-4.39565
32,98,-4.72753
34,98,-5.08849
36,98,-5.47448
38,98,-5.88044
40,98,-6.30032
42,98,-6.72709
44,98,-7.15288
46,98,-7.56913
48,98,-7.96699
50,98,-8.33789
52,98,-8.67427
54,98,-8.97043
56,98,-9.22328
58,98,-9.43287
60,98,-9.60239
62,98,-9.73772
64,98,-9.8465
66,98,-9.93713
68,98,-10.0176
70,98,-10.0948
72,98,-10.1736
74,98,-10.2569
76,98,-10.3452
78,98,-10.4369
80,98,-10.5284
82,98,-10.6151
84,98,-10.6912
86,98,-10.7514
88,98,-10.7909
90,98,-10.8068
92,98,-10.7979
94,98,-10.7654
96,98,-10.7128
98,98,-10.6448
100,98,-10.567
102,98,-10.4849
104,98,-10.4031
106,98,-10.3246
108,98,-10.2503
110,98,-10.1788
112,98,-10.1058
114,98,-10.0249
116,98,-9.92797
118,98,-9.80575
120,98,-9.64951
122,98,-9.45222
124,98,-9.20975
126,98,-8.92158
128,98,-8.59079
130,98,-8.22343
132,98,-7.82749
134,98,-7.41181
136,98,-6.98523
138,98,-6.55599
140,98,-6.13146
142,98,-5.71808
144,98,-5.3214
146,98,-4.94616
148,98,-4.59637
150,98,-4.27527
152,98,-3.98538
154,98,-3.7284
156,98,-3.50523
158,98,-3.31592
160,98,-3.15963
162,98,-3.03472
164,98,-2.93875
166,98,-2.86864
168,98,-2.8208
170,98,-2.7913
172,98,-2.77613
174,98,-2.77143
176,98,-2.77377
178,98,-2.78039
180,98,-2.78936
-180,100,-3.09825
-178,100,-3.10786
-176,100,-3.11839
-174,100,-3.13122
-172,100,-3.14873
-170,100,-3.17403
-168,100,-3.21072
-166,100,-3.26258
-164,100,-3.33335
-162,100,-3.42652
-160,100,-3.54512
-158,100,-3.69163
-156,100,-3.86791
-154,100,-4.07509
-152,100,-4.31358
-150,100,-4.58303
-148,100,-4.88231
-146,100,-5.20949
-144,100,-5.56182
-142,100,-5.93569
-140,100,-6.32662
-138,100,-6.72927
-136,100,-7.13745
-134,100,-7.54424
-132,100,-7.94225
-130,100,-8.32397
-128,100,-8.68226
-126,100,-9.01101
-124,100,-9.30578
-122,100,-9.56431
-120,100,-9.78678
-118,100,-9.97575
-116,100,-10.1357
-114,100,-10.2723
-112,100,-10.3916
-110,100,-10.4991
-108,100,-10.5993
-106,100,-10.6947
-104,100,-10.7863
-102,100,-10.873
-100,100,-10.9522
-98,100,-11.0202
-96,100,-11.0725
-94,100,-11.1054
-92,100,-11.1158
-90,100,-11.1024
-88,100,-11.0658
-86,100,-11.0084
-84,100,-10.9341
-82,100,-10.8477
-80,100,-10.7538
-78,100,-10.6567
-76,100,-10.5593
-74,100,-10.4632
-72,100,-10.3681
-70,100,-10.2722
-68,100,-10.1724
-66,100,-10.0643
-64,100,-9.94312
-62,100,-9.80363
-60,100,-9.64092
-58,100,-9.45056
-56,100,-9.22903
-54,100,-8.97394
-52,100,-8.68435
-50,100,-8.36106
-48,100,-8.00681
-46,100,-7.62629
-44,100,-7.22596
-42,100,-6.81366
-40,100,-6.39802
-38,100,-5.98785
-36,100,-5.5915
-34,100,-5.21647
-32,100,-4.86901
-30,100,-4.55403
-28,100,-4.27493
-26,100,-4.03369
-24,100,-3.8309
-22,100,-3.66582
-20,100,-3.5365
-18,100,-3.43988
-16,100,-3.37194
-14,100,-3.3279
-12,100,-3.30244
-10,100,-3.29
-8,100,-3.28519
-6,100,-3.28318
-4,100,-3.2801
-2,100,-3.27341
0,100,-3.26212
2,100,-3.2469
4,100,-3.22993
6,100,-3.21475
8,100,-3.2058
10,100,-3.20811
12,100,-3.22689
14,100,-3.2672
16,100,-3.33363
18,100,-3.43016
20,100,-3.55997
22,100,-3.72534
24,100,-3.92761
26,100,-4.16707
28,100,-4.443
30,100,-4.7536
32,100,-5.09601
34,100,-5.46633
36,100,-5.85965
38,100,-6.27014
40,100,-6.69114
42,100,-7.11531
44,100,-7.53483
46,100,-7.94167
48,100,-8.32785
50,100,-8.68595
52,100,-9.00955
54,100,-9.29388
56,100,-9.53629
58,100,-9.73671
60,100,-9.89769
62,100,-10.0242
64,100,-10.1229
66,100,-10.2014
68,100,-10.2674
70,100,-10.3276
72,100,-10.3872
74,100,-10.4497
76,100,-10.5164
78,100,-10.5865
80,100,-10.6578
82,100,-10.7263
84,100,-10.7876
86,100,-10.8371
88,100,-10.8708
90,100,-10.8859
92,100,-10.8814
94,100,-10.8582
96,100,-10.819
98,100,-10.7677
100,100,-10.7092
102,100,-10.6481
104,100,-10.588
106,100,-10.5313
108,100,-10.4782
110,100,-10.4266
112,100,-10.3719
114,100,-10.3073
116,100,-10.2246
118,100,-10.1148
120,100,-9.96949
122,100,-9.78237
124,100,-9.54991
126,100,-9.27205
128,100,-8.95198
130,100,-8.59545
132,100,-8.20979
134,100,-7.80303
136,100,-7.38313
138,100,-6.95766
140,100,-6.5336
142,100,-6.11733
144,100,-5.71467
146,100,-5.33089
148,100,-4.9707
150,100,-4.63814
152,100,-4.3365
154,100,-4.0682
156,100,-3.83475
158,100,-3.63661
160,100,-3.47325
162,100,-3.34315
164,100,-3.24384
166,100,-3.17209
168,100,-3.124
170,100,-3.09529
172,100,-3.0815
174,100,-3.07834
176,100,-3.08197
178,100,-3.0893
180,100,-3.09825
-180,102,-3.43755
-178,102,-3.44586
-176,102,-3.45386
-174,102,-3.46328
-172,102,-3.47697
-170,102,-3.49858
-168,102,-3.53226
-166,102,-3.58228
-164,102,-3.65273
-162,102,-3.74733
-160,102,-3.86918
-158,102,-4.02065
-156,102,-4.20331
-154,102,-4.41785
-152,102,-4.6641
-150,102,-4.94098
-148,102,-5.24659
-146,102,-5.5782
-144,102,-5.9323
-142,102,-6.30471
-140,102,-6.69061
-138,102,-7.08464
-136,102,-7.48103
-134,102,-7.87366
-132,102,-8.2563
-130,102,-8.62274
-128,102,-8.96717
-126,102,-9.28446
-124,102,-9.57063
-122,102,-9.82325
-120,102,-10.0417
-118,102,-10.2274
-116,102,-10.3832
-114,102,-10.5137
-112,102,-10.6239
-110,102,-10.7188
-108,102,-10.8026
-106,102,-10.8785
-104,102,-10.948
-102,102,-11.0111
-100,102,-11.0664
-98,102,-11.1115
-96,102,-11.1438
-94,102,-11.1606
-92,102,-11.1603
-90,102,-11.1424
-88,102,-11.108
-86,102,-11.0594
-84,102,-10.9999
-82,102,-10.9333
-80,102,-10.8631
-78,102,-10.7921
-76,102,-10.7218
-74,102,-10.6524
-72,102,-10.5821
-70,102,-10.5083
-68,102,-10.4269
-66,102,-10.3332
-64,102,-10.2227
-62,102,-10.0906
-60,102,-9.93337
-58,102,-9.74777
-56,102,-9.53156
-54,102,-9.28331
-52,102,-9.00249
-50,102,-8.68965
-48,102,-8.34672
-46,102,-7.97726
-44,102,-7.58652
-42,102,-7.18135
-40,102,-6.76975
-38,102,-6.36035
-36,102,-5.96175
-34,102,-5.58197
-32,102,-5.22799
-30,102,-4.90549
-28,102,-4.61864
-26,102,-4.37011
-24,102,-4.16106
-22,102,-3.99117
-20,102,-3.8588
-18,102,-3.76102
-16,102,-3.69379
-14,102,-3.65212
-12,102,-3.63035
-10,102,-3.62245
-8,102,-3.62243
-6,102,-3.62483
-4,102,-3.62521
-2,102,-3.62057
0,102,-3.60964
2,102,-3.59307
4,102,-3.57324
6,102,-3.55407
8,102,-3.54053
10,102,-3.53825
12,102,-3.55301
14,102,-3.59035
16,102,-3.6553
18,102,-3.75208
20,102,-3.88401
22,102,-4.05333
24,102,-4.26118
26,102,-4.50749
28,102,-4.79098
30,102,-5.10917
32,102,-5.45835
34,102,-5.83369
36,102,-6.22936
38,102,-6.63871
40,102,-7.05458
42,102,-7.4695
44,102,-7.87611
46,102,-8.26731
48,102,-8.63658
50,102,-8.97811
52,102,-9.287
54,102,-9.55952
56,102,-9.79332
58,102,-9.98781
60,102,-10.1444
62,102,-10.2663
64,102,-10.3588
66,102,-10.4281
68,102,-10.4811
70,102,-10.5243
72,102,-10.5635
74,102,-10.6027
76,102,-10.6444
78,102,-10.6892
80,102,-10.7361
82,102,-10.7828
84,102,-10.826
86,102,-10.8623
88,102,-10.8885
90,102,-10.9025
92,102,-10.9032
94,102,-10.8913
96,102,-10.8685
98,102,-10.8379
100,102,-10.803
102,102,-10.7671
104,102,-10.7329
106,102,-10.7015
108,102,-10.6721
110,102,-10.6417
112,102,-10.6053
114,102,-10.5557
116,102,-10.4847
118,102,-10.3839
120,102,-10.246
122,102,-10.0657
124,102,-9.84095
126,102,-9.57247
128,102,-9.26384
130,102,-8.9205
132,102,-8.5489
134,102,-8.15586
136,102,-7.74807
138,102,-7.33199
140,102,-6.91386
142,102,-6.49977
144,102,-6.09569
146,102,-5.7074
148,102,-5.34038
150,102,-4.99953
152,102,-4.68904
154,102,-4.41216
156,102,-4.17103
158,102,-3.96665
160,102,-3.7988
162,102,-3.66609
164,102,-3.56603
166,102,-3.49519
168,102,-3.44935
170,102,-3.42375
172,102,-3.41342
174,102,-3.41353
176,102,-3.41972
178,102,-3.4285
180,102,-3.43755
-180,104,-3.81297
-178,104,-3.81944
-176,104,-3.82368
-174,104,-3.82786
-172,104,-3.83542
-170,104,-3.85069
-168,104,-3.87848
-166,104,-3.92362
-164,104,-3.99068
-162,104,-4.08362
-160,104,-4.20562
-158,104,-4.35892
-156,104,-4.54478
-154,104,-4.76338
-152,104,-5.01385
-150,104,-5.29433
-148,104,-5.60203
-146,104,-5.93332
-144,104,-6.28393
-142,104,-6.64912
-140,104,-7.02384
-138,104,-7.403
-136,104,-7.78155
-134,104,-8.1546
-132,104,-8.51747
-130,104,-8.86565
-128,104,-9.19486
-126,104,-9.50106
-124,104,-9.78064
-122,104,-10.0307
-120,104,-10.2495
-118,104,-10.4365
-116,104,-10.5929
-114,104,-10.7212
-112,104,-10.8251
-110,104,-10.9089
-108,104,-10.9766
-106,104,-11.032
-104,104,-11.0775
-102,104,-11.1144
-100,104,-11.143
-98,104,-11.1628
-96,104,-11.1727
-94,104,-11.1718
-92,104,-11.1599
-90,104,-11.1373
-88,104,-11.1056
-86,104,-11.0669
-84,104,-11.024
-82,104,-10.9795
-80,104,-10.9356
-78,104,-10.8933
-76,104,-10.8527
-74,104,-10.8119
-72,104,-10.768
-70,104,-10.7167
-68,104,-10.6529
-66,104,-10.5718
-64,104,-10.4688
-62,104,-10.3404
-60,104,-10.1844
-58,104,-9.99935
-56,104,-9.78492
-54,104,-9.54105
-52,104,-9.26796
-50,104,-8.9662
-48,104,-8.63692
-46,104,-8.28236
-44,104,-7.90625
-42,104,-7.51398
-40,104,-7.11252
-38,104,-6.70993
-36,104,-6.31478
-34,104,-5.93547
-32,104,-5.57963
-30,104,-5.25374
-28,104,-4.96282
-26,104,-4.71031
-24,104,-4.49801
-22,104,-4.32617
-20,104,-4.1935
-18,104,-4.09726
-16,104,-4.03342
-14,104,-3.99684
-12,104,-3.98146
-10,104,-3.98071
-8,104,-3.98791
-6,104,-3.99687
-4,104,-4.00242
-2,104,-4.00097
0,104,-3.99092
2,104,-3.97283
4,104,-3.94933
6,104,-3.92479
8,104,-3.90484
10,104,-3.89577
12,104,-3.90405
14,104,-3.93582
16,104,-3.99654
18,104,-4.09073
20,104,-4.22182
22,104,-4.39199
24,104,-4.60212
26,104,-4.85169
28,104,-5.1388
30,104,-5.46015
32,104,-5.81108
34,104,-6.18576
36,104,-6.57741
38,104,-6.97865
40,104,-7.38197
42,104,-7.78018
44,104,-8.16679
46,104,-8.53624
48,104,-8.88395
50,104,-9.20617
52,104,-9.49974
54,104,-9.76196
56,104,-9.99055
58,104,-10.184
60,104,-10.3418
62,104,-10.465
64,104,-10.5565
66,104,-10.6208
68,104,-10.6636
70,104,-10.6912
72,104,-10.7097
74,104,-10.7242
76,104,-10.7385
78,104,-10.7551
80,104,-10.7745
82,104,-10.7962
84,104,-10.8186
86,104,-10.8396
88,104,-10.8571
90,104,-10.8696
92,104,-10.876
94,104,-10.8767
96,104,-10.8725
98,104,-10.8654
100,104,-10.8574
102,104,-10.8504
104,104,-10.8454
106,104,-10.842
108,104,-10.838
110,104,-10.8295
112,104,-10.8103
114,104,-10.7731
116,104,-10.7099
118,104,-10.6132
120,104,-10.4774
122,104,-10.2991
124,104,-10.078
126,104,-9.81643
128,104,-9.51859
130,104,-9.1897
132,104,-8.83521
134,104,-8.4604
136,104,-8.07028
138,104,-7.66975
140,104,-7.2639
142,104,-6.85819
144,104,-6.45853
146,104,-6.07109
148,104,-5.70209
150,104,-5.35736
152,104,-5.04206
154,104,-4.7603
156,104,-4.515
158,104,-4.30772
160,104,-4.13861
162,104,-4.00645
164,104,-3.90875
166,104,-3.84184
168,104,-3.80114
170,104,-3.78137
172,104,-3.77694
174,104,-3.78233
176,104,-3.79257
178,104,-3.80367
180,104,-3.81297
-180,106,-4.22953
-178,106,-4.23352
-176,106,-4.23261
-174,106,-4.22948
-172,106,-4.2283
-170,106,-4.23422
-168,106,-4.25284
-166,106,-4.28969
-164,106,-4.34983
-162,106,-4.43752
-160,106,-4.55601
-158,106,-4.70739
-156,106,-4.89253
-154,106,-5.11102
-152,106,-5.36125
-150,106,-5.64047
-148,106,-5.94492
-146,106,-6.27007
-144,106,-6.61092
-142,106,-6.96227
-140,106,-7.31914
-138,106,-7.67699
-136,106,-8.03191
-134,106,-8.38064
-132,106,-8.72041
-130,106,-9.04865
-128,106,-9.36271
-126,106,-9.65959
-124,106,-9.93588
-122,106,-10.188
-120,106,-10.4125
-118,106,-10.6067
-116,106,-10.7692
-114,106,-10.9002
-112,106,-11.0016
-110,106,-11.0767
-108,106,-11.1294
-106,106,-11.164
-104,106,-11.1842
-102,106,-11.1932
-100,106,-11.1932
-98,106,-11.1858
